PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 8.5 uM,Standard Deviation,Inhibition at 8.5 uM [1],Inhibition at 8.5 uM [2],Inhibition at 8.5 uM [3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized average percent inhibition of the counterscreen at a compound concentration of 8.5 micromolar.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound.,Normalized percent inhibition of the confirmation screen at a compound concentration of 8.5 uM. Replicate 1.,Normalized percent inhibition of the confirmation screen at a compound concentration of 8.5 uM. Replicate 2.,Normalized percent inhibition of the confirmation screen at a compound concentration of 8.5 uM. Replicate 3.
RESULT_UNIT,,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
1108,7977087,1119204,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3=CC=CC4=C3N=CC=C4,Inactive,4,,,4.33,3.37827,8.51401,0.240313,4.24803
1109,857885,659229,C1CSCCN1C2=NC=NC3=C2NC4=C3C=C(C=C4)F,Inactive,4,,,4.31,4.8588,9.87513,-1.96408,5.00939
1110,136946984,4435322,CC(C)(C)C1=CC=C(C=C1)C2=NN=C(N2CC3=CC=CO3)SCC(=O)NC4=CC=CC5=CC=CC=C54,Inactive,4,,,4.3,5.48309,-2.00507,11.3629,3.5556
1111,17510389,4688829,CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)C3N(C(=O)CS3)CCC4=CC=CC=C4,Inactive,4,,,4.3,4.74213,10.2481,4.0158,-1.35707
1112,26727922,16745904,C1[C@H](N(C(=O)C(=O)N1)CCC2=CC(=CC=C2)F)CC3=CC=C(C=C3)O,Inactive,4,,,4.3,2.67482,0.968032,7.51697,4.41421
1113,47204480,23724422,CC[N+]1=CC=C(C=C1)/C=C/C2=CNC3=CC=CC=C32.[Cl-],Inactive,4,,,4.29,3.04419,1.49061,2.86791,8.52585
1114,144098355,60159989,CCOC(=O)C1(CCN(CC1)CC2=CC=NC3=CC=CC=C23)CC4=CC=CC=C4,Inactive,4,,,4.28,1.19374,5.88475,3.95024,3.01859
1115,49666535,91754,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl,Inactive,4,,,4.26,2.77515,1.85185,8.14832,2.78143
1116,124754938,53300829,CCCCCC1=C(N=CN1CCC2=CC=CC=C2OC)C3=CC(=C(C=C3)OC)OC.C(=O)(C(F)(F)F)O,Inactive,4,,,4.25,4.43707,1.04087,1.1834,10.5238
1117,24804725,5763036,CC1=CC(=NC(=N1)/N=C(\N)/NC2=CC=C(C=C2)C3=CC=CC=C3)C,Inactive,4,,,4.25,7.67921,-5.91625,6.01742,12.6425
1118,24829360,16196146,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC3=[N+](C(=CS3)C4=C(C=C(C=C4)Cl)Cl)CC=C.[Cl-],Inactive,4,,,4.23,3.68996,8.14359,-0.715617,5.26542
1119,26667929,645189,CC1(CC2=CC=CC=C2C3=NN=C(N31)SCC(=O)N4CCN(CC4)C5=CC=CC=C5OC)C,Inactive,4,,,4.21,2.50125,7.5843,3.42145,1.60979
1120,143472103,44631784,CC(C)(C)CCNC1=C(N=NC(=N1)C2=CC=CC=N2)C3=CC=CC=C3,Inactive,4,,,4.19,4.51879,9.49936,-1.54423,4.62317
1121,49665657,6498751,CCN1C2=C(C=C(C=C2)C)C=C1CNC(=O)C3=CC(=C(C(=C3)OC)OC)OC,Inactive,4,,,4.19,3.23332,0.113123,8.02124,4.4424
1122,49640984,18593578,CCCCCCCCCCOC(=O)CN1C2=CC=CC=C2[N+](=C1COC3=CC=CC=C3OC)C.[Cl-],Inactive,4,,,4.18,1.01618,3.43752,3.48056,5.61435
1123,856027,6603240,CCCCCCN1C=CC(=N)C=C1.Br,Inactive,4,,,4.15,1.10153,2.68437,4.40705,5.34417
1124,49673580,16249515,CCOC1=C(C(=CC(=C1)/C=C/2\COC3=CC=CC=C3C2=O)Br)OCC(=O)N(C)C,Inactive,4,,,4.14,3.90071,-1.37524,7.03507,6.75673
1125,49731074,22427569,CC1=C(C(=NN1CC2=CC=C(C=C2)Cl)C)NC(=O)C3=NOC(=C3)C(C)C,Inactive,4,,,4.14,4.16167,7.81547,-1.68105,6.27655
1126,103162809,49795305,C1=CC(=C2C=CC=NC2=C1)C3=CN=C4N3N=CC=C4,Inactive,4,,,4.13,1.15941,2.91483,3.79323,5.69289
1127,144089562,60156579,CN1[C@@H](COC2=C(S1(=O)=O)C=CC(=C2)N3CCCC3)CC4=CC=CC=C4,Inactive,4,,,4.13,1.13074,3.41508,3.25507,5.72973
1128,17411388,3323365,CC1=NN(C(=C1NC(=O)OCC2=C(C=C(C=C2)Cl)Cl)Cl)C,Inactive,4,,,4.13,2.7016,2.56207,7.93225,1.89833
1129,3713162,2432464,CC1=C(C(=NO1)C)COC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCCCCC3,Inactive,4,,,4.13,4.13922,1.26209,9.98058,1.13913
1130,49716864,15999174,C1CC(CCC1CNS(=O)(=O)C2=CC=CS2)C(=O)N3CCN(CC3)C4=CC=C(C=C4)Cl,Inactive,4,,,4.13,4.59983,9.64551,4.3489,-1.61515
1131,24840702,661791,C1CN(CCN1C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)Br)Cl)C(=O)C4=CC=CC=C4,Inactive,4,,,4.12,3.40055,-0.680931,6.68243,6.37306
1132,124754691,53300650,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=C(C=C(C=C4)C(F)(F)F)C(F)(F)F.C(=O)(C(F)(F)F)O,Inactive,4,,,4.11,0.841764,3.0234,4.23522,5.07401
1133,17386664,7285296,C1CCN(C1)C2=NC=C(C(=N2)C(F)(F)F)C3=NN=NN3C4=CC=C(C=C4)Cl,Inactive,4,,,4.1,1.86456,6.68551,3.27197,2.35091
1134,26668894,1161245,C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CSC(=N3)NC(=O)C4=CC=CS4,Inactive,4,,,4.1,5.04329,2.39051,10.9542,-1.03823
1135,57263242,4850171,CN(C1=CC=CC=C1OC)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=CC=C3)S(=O)(=O)N4CCOCC4,Inactive,4,,,4.1,3.49264,6.25461,6.8748,-0.824802
1136,57259035,8096034,CC1=C(C(=NN1C)C)NC(=O)COC2=C(C=C(C=C2)Cl)Br,Inactive,4,,,4.09,2.06639,2.91066,6.99188,2.35849
1137,85304366,1323359,C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CSC(=N3)NC(=O)C4=CC=CC=C4,Inactive,4,,,4.08,5.67041,4.31214,-2.97993,10.9038
1138,49717022,24789931,CC1=C(SC2=NC=NC(=C12)N3CCN(CC3)C4=CC=CC=C4F)C(=O)N5CCN(CC5)CC6=CC7=C(C=C6)OCO7,Inactive,4,,,4.07,5.54326,-3.73963,7.4126,8.54438
1139,14744781,2571309,CC1=C(SC2=NC=NC(=C12)NCC(C)(C)N3CCOCC3)C,Inactive,4,,,4.06,4.15569,4.32313,9.00976,-1.15919
1140,103159203,49792453,CC1(CCN1C(=O)C2(CC2)C3=CC=C(C=C3)Cl)C(=O)NC4=CC=CC=C4,Inactive,4,,,4.06,4.3273,2.31344,-0.154072,10.0071
1141,49680795,9508453,COC1=CC=C(C=C1)CCNC(=O)CCNC(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,4,,,4.04,2.21554,1.06715,4.68167,6.38014
1142,47204649,1082978,CN(C1=CC=CC(=C1)NC(=O)C2=CC=C(C=C2)CN3CCC4=CC=CC=C4C3)S(=O)(=O)C,Inactive,4,,,4.04,5.14726,2.67791,10.9129,-1.47276
1143,14720511,669092,CC1=CC(=C(C(=C1)C)S(=O)(=O)NCC2=CC=NC=C2)C,Inactive,4,,,4,5.98592,3.9286,-3.29086,11.371
1144,143472003,46912148,CC1CN(CCN1C(=O)C2=CC=C(C=C2)Cl)C3=C4C=CC(=CC4=NC=C3)Cl,Inactive,4,,,4,2.53844,3.15999,1.38967,7.43681
1145,24783166,16188084,CCOC1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)NCC4CCCO4.Cl,Inactive,4,,,3.99,2.73198,7.03909,4.5326,0.412303
1146,4241408,3236385,CN1C(=O)C2=CC=CC=C2C(=N1)CC(=O)NCC3=CC=C(C=C3)OC,Inactive,4,,,3.99,1.81905,6.53483,2.39035,3.04566
1147,49717162,20919878,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)C(C)C(=O)NCCC4=C(C=C(C=C4)OC)OC)C)C,Inactive,4,,,3.97,2.05159,4.09498,6.41153,1.39116
1148,24822843,16195322,CC[N+]1=C(C=CC2=C1C=CC(=C2)C)/C=C/C3=CNC4=CC=CC=C43.[I-],Inactive,4,,,3.95,5.70414,10.4605,4.81795,-3.43048
1149,863765,6603212,C1CC2=C(C1)N(C3=C(C2=N)CCC3)CC4=CC=C(C=C4)Cl.Cl,Inactive,4,,,3.95,1.92026,6.3019,1.59825,3.94648
1150,22412346,15945599,CC(=O)C1=CC(=CC=C1)N=C2N(C(=CS2)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4)CCO.Br,Inactive,4,,,3.94,4.41037,10.1721,1.06573,0.585439
1151,24785622,1507035,CC1=NC2=CC=CC=C2C(=C1)CNC(=O)C3=C(C(=CC=C3)[N+](=O)[O-])C,Inactive,4,,,3.94,2.68254,7.72701,2.25271,1.84246
1152,56316099,16583574,C1CN(CCC1C(=O)NC2=NC(=CS2)C3=CC=C(C=C3)F)C(=O)C4=CC=C(C=C4)F,Inactive,4,,,3.94,4.73995,10.4953,-0.550674,1.87511
1153,49730157,3158266,C1CC(OC1)CNS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)F,Inactive,4,,,3.93,1.21391,2.54271,5.50042,3.75686
1154,22403816,15944960,CC1=C[N+](=CC=C1)CC(=O)/C=C\2/C(C3=CC=CC=C3N2C)(C)C.[Cl-],Inactive,3,,,3.93,6.03382,9.15239,-4.52896,7.15391
1155,103051237,49778835,COC1=C(C=C(C=C1)CNC(=O)C2=CC=CC3=C2OC=C3C4=CN=CC=C4)OC,Inactive,3,,,3.92,1.88485,2.16,6.53507,3.07043
1156,49717088,20919872,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)C(C)C(=O)NCCC4=CCCCC4)C)C,Inactive,3,,,3.91,5.04623,-3.21637,7.13593,7.80891
1157,26663092,4538458,CC1=CC=C(C=C1)OCCN2CCN(CC2)C(=O)CCC(=O)NC3=NN=C(S3)CC(C)C,Inactive,3,,,3.9,4.55895,6.26203,-2.47647,7.91416
1158,14738859,2203667,CC1=CC(=C(C=C1OCC(=O)NC2CCCCC2)S(=O)(=O)N3CCCC3)Cl,Inactive,3,,,3.89,1.4462,5.8384,2.37835,3.45048
1159,49820648,24818119,CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)NC(=O)C2=CC(=C(C=C2)N3C=NC=N3)[N+](=O)[O-])C,Inactive,3,,,3.89,1.92036,6.55848,2.9643,2.13339
1160,57267533,16236996,CC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4)C.Cl,Inactive,3,,,3.88,2.77608,7.52337,3.31675,0.793174
1161,89855228,44825717,CN(C1CCC1)C(=O)C2=CC(=CC=C2)NC(=O)CC3=CC=C(C=C3)NC(=O)C4CCCN(C4)C(=O)CCC5=CC=CC=C5,Inactive,3,,,3.88,2.268,7.04695,1.86862,2.71544
1162,49674958,4787819,CN(CCC1=CC(=C(C=C1)OC)OC)C(=O)CC2=CC=C(C=C2)C3=CC=CC=C3,Inactive,3,,,3.87,5.15019,0.663538,11.1388,-0.186706
1163,26660500,929434,CC1=CC=CC=C1N2C(=O)C3=C(N=C4CCCCC4=C3)N=C2SC,Inactive,3,,,3.84,2.26767,6.99435,2.76772,1.7598
1164,26664874,291128,C1=CC=C2C(=C1)NC3=C(S2)C=NC=C3,Inactive,3,,,3.84,4.0044,1.44765,9.47834,0.58553
1165,24803518,3186579,CC1=C(N2C=CC=CC2=N1)C(=O)NC3CCCC4=CC=CC=C34,Inactive,3,,,3.84,5.09415,2.3198,10.6947,-1.50349
1166,848734,651192,CC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=NC=C2,Inactive,3,,,3.83,2.32169,6.70509,1.01915,3.76889
1167,22404733,2439674,CC1=CC=CC=C1NC2=C(C(=C(S2)C(=O)NC3=CC(=CC=C3)Cl)N)C(=O)NC4=CC=CC=C4OC,Inactive,3,,,3.82,3.75863,1.77063,0.590251,9.0879
1168,17512224,12005604,COC1=CC=C(C=C1)C2=CN(C3=[N+]2CCS3)C4=CC=CC=C4.O.[Br-],Inactive,3,,,3.8,3.94786,-1.3436,8.25444,4.47694
1169,17512317,12005613,CCCCOC1=C(C=C(C=C1)Br)CSC(=N)N.Cl,Inactive,3,,,3.79,1.74068,4.30809,1.44877,5.61761
1170,49679334,2838498,C1CN(CCN1CC2=CC=C(C=C2)[N+](=O)[O-])C3=CC=C(C=C3)[N+](=O)[O-],Inactive,3,,,3.79,3.00345,7.89941,2.66814,0.803975
1171,103162831,49795317,CC1C(=O)N(C2=C(S1)C=CC(=C2)C(=O)C)CC3=CC=CC=C3Cl,Inactive,3,,,3.76,4.11213,-1.92787,7.65676,5.54667
1172,49646974,2877829,C1CCC(C1)(CNC(=S)NC2=CC=CC=C2)C3=CC=CC=C3,Inactive,3,,,3.76,5.31416,10.3198,3.64309,-2.69573
1173,87348342,3741479,C1=CC(=CC(=C1)Br)CSC(=C(C#N)C#N)NC2=CC=C(C=C2)F,Inactive,3,,,3.74,3.34162,4.07288,7.66312,-0.502376
1174,103075184,49790318,COC1=CC(=CC(=C1OC)OC)CNC2=C3C(=NC=N2)N(C=N3)[C@H]4CN(C[C@H](O4)CO)CC5=CC=C(C=C5)C6=CC=CC=C6,Inactive,3,,,3.74,5.27815,0.852524,-0.770778,11.1489
1175,24780125,5728131,CC1=CC(=NC(=N1)/N=C(\N)/NC2=CC=C(C=C2)OCC3=CC=CC=C3)C,Inactive,3,,,3.74,5.15996,6.06603,8.56268,-3.41591
1176,56319558,24980827,CC1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)CSCC(=O)NC3=NOC(=C3)C,Inactive,3,,,3.71,0.46557,4.36785,3.41827,3.34613
1177,49648769,762484,CC1=C(C2=C(N1CCC3=CC=CC=C3)C=CC(=C2)OC)C(=O)C,Inactive,3,,,3.71,4.50124,2.27991,-0.946027,9.79766
1178,24799134,16190805,C1CCCN(CC1)C(=O)C2=NOC(=C2)COC3=CC4=C(C=C3)N=CC=C4,Inactive,3,,,3.7,3.74196,3.82709,-0.94031,8.22308
1179,49828642,16335602,CC1=CC(=C(C=C1)NC(=O)CSC2=CC3=C(C=C2)OCCO3)O,Inactive,3,,,3.7,1.86868,6.33759,2.22527,2.54063
1180,103051080,49778725,COC1=CC(=C(C=C1)OC)NC(=O)C2=CC(=NN2)C3=C(C=CC(=C3)F)OCC4CCCO4,Inactive,3,,,3.7,2.15896,2.57245,6.71835,1.80223
1181,87349472,2967712,CCOC1=C(C(=CC(=C1)CNCC2=CC=NC=C2)Br)OCC3=CC=C(C=C3)F.Cl,Inactive,3,,,3.69,3.19046,2.0214,0.895882,8.15608
1182,51090546,18572135,CN1C(=O)C(=CN=C1SCC(=O)NCCC2=CC=CC=C2)C(=O)NC3=CC=CC=C3,Inactive,3,,,3.69,5.11561,3.61261,9.98637,-2.54363
1183,7971082,654714,CN(CCCC(=O)NC1=CC=NC=C1)S(=O)(=O)C2=CC=C(C=C2)Cl,Inactive,3,,,3.65,6.88392,-1.07476,13.3845,-1.35823
1184,4265780,752713,C1=CC=C(C=C1)C(CC2=NC(=NO2)C3=CC=NC=C3)C4=CC=CC=C4,Inactive,3,,,3.65,4.52865,8.85945,4.26209,-2.18207
1185,99454901,46943035,COC1=CC=CC=C1CNC2=NC(=NC3=C2SC=C3)NCC4=CC=CC=C4OC,Inactive,3,,,3.64,3.58661,5.66808,6.65357,-1.39951
1186,24811419,573993,C1=CSC(=C1)C(=O)NC2=NON=C2NC(=O)C3=CC=CS3,Inactive,3,,,3.61,0.338153,3.12873,3.81534,3.87326
1187,49816986,24816682,C#CC1=CC=C(C=C1)CN2CCC(CC2)C(=O)NC3=CN=C(C=C3)OC4=CC=CC=C4,Inactive,3,,,3.6,4.23667,1.61093,9.49346,-0.293435
1188,26730918,9581014,COC(=O)C1=C(N(N=C1)C2=CC=C(C=C2)Cl)/C=N/NC(=S)N,Inactive,3,,,3.59,5.32583,-3.81072,6.10449,8.489
1189,26665966,16682470,CC1=CC=C(C=C1)C2=C[N+](=C3N2CCC3)CC4=CC(=CC=C4)Cl.[Br-],Inactive,3,,,3.59,3.14198,-0.803936,6.37878,5.18131
1190,857774,659128,CCOC(=O)C1CCN(CC1)CC(=O)NC2=C(NC3=C2C=C(C=C3)Cl)C(=O)OC,Inactive,3,,,3.57,1.09801,4.81276,2.14323,3.76173
1191,22404896,15945020,CC1(CC(=CC(=[N+]2CCCC2)C1)N3CCCC3)C.[I-],Inactive,3,,,3.57,0.605201,4.04874,2.71741,3.94775
1192,14727009,1155337,C1=CC=C(C=C1)N(CC2=CC=C(C=C2)Cl)C(=O)CSC3=NN=C(O3)CN4C5=CC=CC=C5N=N4,Inactive,3,,,3.55,2.90689,4.72892,6.36651,-0.453419
1193,47204675,3146673,CC(C1=CC=CC=C1)NC2=NC=NC3=CC=CC=C32,Inactive,3,,,3.54,4.87983,9.80064,2.92168,-2.10448
1194,49641197,973989,CC(=O)C1=CN(C2=CC=CC=C21)CCOC3=CC=CC(=C3)OC,Inactive,3,,,3.53,2.7218,6.68743,0.0444147,3.85555
1195,49665039,24761059,CN1C=C(C2=C1C=CC(=C2)Cl)/C=C/C3=CC=[N+](C=C3)C.[I-],Inactive,3,,,3.53,1.56103,4.50282,4.75086,1.32237
1196,57264061,16235315,CC(CC(=O)NC1=CC(=C(C=C1)Cl)S(=O)(=O)N2CCOCC2)C3=CC=CC=C3,Inactive,3,,,3.52,2.80524,6.21795,4.68996,-0.347865
1197,857389,658734,C1CN(CC2=CC=CC=C21)C3=NC=NC4=C3NC5=CC=CC=C54,Inactive,3,,,3.51,1.00598,4.91365,2.60003,3.0224
1198,103060930,49786937,CC(C1=CC(=CC=C1)OC)(C2=NC(=CS2)C3=CC=C(C=C3)S(=O)(=O)C)O,Inactive,3,,,3.49,0.731836,3.75461,2.49354,4.22744
1199,24841318,6603206,C1=CC(=CC=C1COC2=C(C=C(C=C2)Br)CNCCNC(=O)C3=NON=C3N)F.Cl,Inactive,3,,,3.47,1.25419,5.16759,3.07138,2.17453
1200,85148511,44143853,COCCNC(=O)N1[C@H]2CC[C@@H]1C(=C(C2)C3=CC(=C(C=C3)C4=CC=CC=C4)F)C(=O)OC,Inactive,3,,,3.46,0.95273,4.28048,3.97899,2.12563
1201,14727723,1007873,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N(C)S(=O)(=O)C,Inactive,3,,,3.4,3.68527,1.88962,8.46953,-0.172442
1202,99456948,46944188,C1[C@@H]([C@H](O[C@H]1C2=NC3=C(S2)C=CC(=C3)C(=O)NC4=CC=CC(=C4)C(F)(F)F)CO)O,Inactive,3,,,3.39,3.65831,4.16693,-1.42414,7.43599
1203,14732242,6619633,CC1=CC=C(C=C1)CNC(=O)C2=CC3=C(O2)C4=CC=CC=C4N=C3C,Inactive,3,,,3.39,4.61955,9.9023,-0.310297,0.57605
1204,49644615,2878249,CCOC1=CC=C(C=C1)CN2CCN(CC2)C(=O)C3=CC=CC4=CC=CC=C43.C(=O)(C(=O)O)O,Inactive,3,,,3.39,7.92306,5.92008,11.5738,-7.33141
1205,14723802,1462058,COC1=CC=C(C=C1)C2=NSC3=C2N=CN=C3N4CCCCC4,Inactive,3,,,3.37,10.2016,2.43703,-8.62437,16.3114
1206,49723551,24792000,CC1=CC(=NN1C)C(=O)NC2CCCC3=C2C=NN3C4=CC=C(C=C4)C(C)(C)C,Inactive,3,,,3.36,6.79862,-4.67887,11.948,2.82402
1207,49641512,2139165,CC1=CC=CC=C1CN2C(=NC3=CC=CC=C32)C,Inactive,3,,,3.35,6.33484,-5.00843,4.72808,10.3234
1208,50086002,616573,C1=CC=C(C=C1)CNC2=NC=NC3=CC=CC=C32,Inactive,3,,,3.34,0.121631,3.35366,3.18699,3.4842
1209,87349470,2966759,COC1=C(C(=CC(=C1)CNCC2=CC=NC=C2)Br)OCC3=CC=CC=C3F.Cl,Inactive,3,,,3.34,4.91381,10.2771,0.181683,-0.446664
1210,85198345,4047705,CC1=C(C=C(C=C1)NC(=O)COC2=CC=C(C=C2)N(C)C(=O)C(C)(C)C)S(=O)(=O)N3CCCCC3,Inactive,3,,,3.33,6.54981,3.5485,-4.80027,11.2389
1211,87349609,16193982,CCC(C)(C)C1=CC(=C(C=C1)OCCCC[N+]2=CC=CC(=C2)C)C(C)(C)CC.[Br-],Inactive,3,,,3.31,4.36502,4.19794,-2.41879,8.16311
1212,57265844,5177506,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)NC(=O)C3=CN=C(C=C3)Cl)Cl,Inactive,3,,,3.31,2.63889,6.0312,4.16917,-0.260444
1213,26730587,2738924,CC1=NN(N=C1CNC(=O)C2=C(OC=N2)C3=CC=C(C=C3)OC)C4=CC=CC=C4,Inactive,3,,,3.31,4.53795,4.82937,7.94276,-2.85507
1214,24833045,2100274,C1CN(CCN1C2=C3C=CSC3=NC=N2)S(=O)(=O)C4=CC5=C(C=C4)OCCO5,Inactive,3,,,3.3,2.27963,0.794935,2.80111,6.31096
1215,24810056,16193001,C1CCC2=C(C1)C(=N)C3=C(N2CC4=CC=C(C=C4)F)CCC3.Cl,Inactive,3,,,3.3,2.13596,6.32048,1.71707,1.86544
1216,89851174,2374706,COC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC(=C(C=C4)F)F,Inactive,3,,,3.29,3.13405,-0.785053,6.83655,3.82174
1217,85303304,1099239,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)N(CC)CC,Inactive,3,,,3.29,0.716507,2.6695,4.29344,2.90499
1218,49727357,1129998,COC1=C(C=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)OCCO3)OC,Inactive,3,,,3.29,1.92252,3.54147,5.50537,0.816722
1219,14720802,676047,CCOC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=NC=C2,Inactive,3,,,3.28,2.51895,0.521777,2.69935,6.61023
1220,103050714,49778463,C1=CC(=CN=C1)CNC(=O)C2=C3C(=C(C=C2)C4=CC(=C(C=C4)F)F)C=CO3,Inactive,3,,,3.27,7.36121,13.1809,1.06045,-4.44073
1221,136949017,3062316,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,Inactive,3,,,3.26,3.70764,8.41383,1.54557,-0.166154
1222,17408765,11958752,C[N+]1=C2N(C3=CC=CC=C31)N=C(CS2)C4=CC=CC=C4.[Br-],Inactive,3,,,3.25,5.32526,9.79996,-3.24391,3.20233
1223,56463667,11972533,C1CN2CC3=CC4=C(C=C3[C@H]5C2C1=C[C@@H]([C@H]5O)O)OCO4.Cl,Inactive,3,,,3.25,2.16447,1.06477,2.47793,6.19678
1224,4262721,717087,COC1=CC=CC=C1OCC2=CC=C(O2)C(=O)NC3=CC=NC=C3,Inactive,3,,,3.24,3.69131,-1.06925,2.84697,7.94672
1225,57261725,4798654,COC1=C(C=C(C=C1)CNC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCCCC3)OC,Inactive,3,,,3.23,1.73787,3.41396,1.01528,5.2602
1226,848739,651196,CC1=C(N2C(=NC=N2)N=C1C)N3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F,Inactive,3,,,3.16,2.56857,6.78678,1.59095,1.11616
1227,24790406,5763051,CC(C)COC1=CC=C(C=C1)C/C(=N/N2C=NN=C2)/N,Inactive,3,,,3.15,3.59472,6.96755,4.15784,-1.66421
1228,3712678,2104373,CCN1C(=NN=C1SCC(=O)C2=C(C(=C(N2)C)C(=O)C)C)C3=CC=CS3,Inactive,3,,,3.15,0.878806,4.352,2.27245,2.83062
1229,144098068,60159766,CC1=CC=CC=C1CS(=O)(=O)CC2=CC=C(O2)C(=O)NC3=CC=C(C=C3)F,Inactive,3,,,3.14,1.95514,1.00417,2.69074,5.72924
1230,24791398,3248530,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=CN=C(C=C3)Cl,Inactive,3,,,3.11,1.34791,4.38806,1.24789,3.7014
1231,14727590,1021987,CC1=C(C=C(C=C1)Cl)N2CCN(CC2)C(=O)CN(C3CCCCC3)S(=O)(=O)C,Inactive,3,,,3.1,4.59856,7.21001,-3.32141,5.40513
1232,24794216,2983760,C1CN(CCN1C2CC(=O)N(C2=O)CC3=CC=CS3)C4=CC=C(C=C4)C(=O)C5=CC=NC=C5,Inactive,3,,,3.09,2.87232,2.30271,0.028796,6.93186
1233,7968407,727593,C1CC2=C(C1)SC3=NC=NC(=C23)NCCC4=CC=CS4,Inactive,3,,,3.07,3.72904,6.0562,-2.18555,5.34578
1234,17505833,2833834,CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=C(C=C(C=C3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Inactive,3,,,3.06,5.68315,11.0387,-0.0492281,-1.79462
1235,24809811,1091989,CC(=C)CN1C2=C(N=C1N3CCN(CC3)C4=CC=C(C=C4)OC)N(C(=O)N(C2=O)C)C,Inactive,3,,,3.06,1.63328,2.9339,5.12543,1.13102
1236,89855236,44825725,CN(CCC1=CC=CC=C1)C(=O)C2=CC=C(C=C2)NC(=O)CC3=CC=C(C=C3)NC(=O)C4CCCN(C4)C(=O)CCC5=CC=CC=C5,Inactive,3,,,3.05,3.00688,1.50768,0.397511,7.25827
1237,49821033,16406758,CC1(CC(=O)C2=C(C=C(C=C2O1)OCC(=O)NC3=CC(=C(C(=C3)OC)OC)OC)O)C,Inactive,3,,,3.03,2.00392,0.569673,5.47817,3.0472
1238,57267206,16330019,COC1=CC=C(C=C1)CN2CCN(CC2)C(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCCCC4,Inactive,3,,,3.02,3.47485,5.64858,5.30467,-1.88863
1239,17408684,11958748,C1=CC=C(C=C1)C[N+]2=CC=CC3=C2C=CC4=CC=CC=C43.[Cl-],Inactive,3,,,3.02,4.40495,-1.77107,1.9567,8.86173
1240,136947297,24210793,CC1CN(CC(O1)C)C2=NC3=CC=CC=C3N=C2SCC(=O)N4CCN(CC4)S(=O)(=O)C5=CC=CC=C5,Inactive,3,,,3.01,1.32678,4.25282,1.17246,3.60993
1241,87346887,662672,CCCCCCC(=O)N(C1CC(=O)N(C1=O)C2=CC=C(C=C2)Br)O,Inactive,3,,,3,3.6406,-1.20874,7.67366,2.54674
1242,14737303,9550982,CC1=NC2=CC=CC=C2C3=C1C=C(O3)C(=O)NCC4=CC(=CC=C4)OC,Inactive,3,,,3,4.4656,-0.603026,9.29299,0.309047
