PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 3.6 uM,Standard Deviation,Inhibition at 3.6 uM [1],Inhibition at 3.6 uM [2],Inhibition at 3.6 uM [3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Average percent inhibition of the counterscreen at a compound concentration of 3.6 uM.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound.,Percent inhibition of the counterscreen at a compound concentration of 3.6 uM; replicate 1.,Percent inhibition of the counterscreen at a compound concentration of 3.6 uM; replicate 2.,Percent inhibition of the counterscreen at a compound concentration of 3.6 uM; replicate 3.
RESULT_UNIT,,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
1887,4251513,3245185,COC1=CC=CC=C1NC(=O)CN2CCN(CC2)CC(=O)NC3=CC4=C(C=C3)OCCO4,Inactive,0,,,-7.19,5.98215,-8.53646,0.717387,-13.7489
1888,85199796,5888189,CC(C(=O)NC1=CC=C(C=C1)C(=O)C)O/N=C(/C2=CC=CC=C2)\N,Inactive,0,,,-7.19,10.75,1.43352,-0.659159,-22.3448
1889,49828268,24819943,COC1=CC=CC(=C1OC)COC(=O)C2CC(=O)N(C2)CC3=CC=CO3,Inactive,0,,,-7.19,16.6343,16.2267,-16.9603,-20.8393
1890,51089979,135900555,CC(=O)NC1=CC=C(C=C1)NC(=O)CSC2=NC(=C(C(=O)N2)NC(=O)C3=CC=CO3)N,Inactive,0,,,-7.2,11.8762,-0.0744424,2.41799,-23.9288
1891,22413829,2793088,COC1=CC=C(C=C1)NC(=O)COC(=O)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0,,,-7.21,5.75422,-2.90276,-15.3475,-3.39403
1892,56320403,6495323,CC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(N2C)CNC(=O)C3=CC=CO3)C,Inactive,0,,,-7.24,7.88749,-11.2033,3.77706,-14.2795
1893,57267626,4883851,C1C=CCC2C1C(=O)N(C2=O)CC(=O)NC3=CC=CC=C3SCC#N,Inactive,0,,,-7.26,7.87544,-4.44169,0.669368,-17.9955
1894,56321582,24332036,CC(C)COC1=C(C=C(C=C1)C(=O)OCC(=O)NC2=CC=C(C=C2)N3CCOCC3)OC,Inactive,0,,,-7.28,10.5799,-15.313,-14.1938,7.66906
1895,99454539,46942783,CC(=O)NC1=CC(=CN2C1=NC=C2C3=CC=C(C=C3)F)C4=CC=C(C=C4)S(=O)(=O)C,Inactive,0,,,-7.42,7.40165,-17.0021,-6.29462,1.02221
1896,24839447,3235712,COC1=C(C=C2C(N(CCC2=C1)C(=O)C3=CC=CO3)COC4=CC=C(C=C4)C(=O)OC)OC,Inactive,0,,,-7.51,2.91144,-11.608,-5.81726,-5.10782
1897,22401711,3882803,CC1=C(C=C(C=C1)NC(=O)COC(=O)C(C(C)O)NS(=O)(=O)C2=CC=C(C=C2)Cl)C,Inactive,0,,,-7.53,3.16405,-3.13568,-10.4512,-9.01003
1898,863788,665044,C1OC2=C(O1)C=C(C=C2)NC(=O)CSC3=NC=NC4=C3C=NN4C5=CC=CC=C5,Inactive,0,,,-7.58,10.1249,-7.88905,4.97717,-19.8177
1899,4256873,974101,C1=CC(=C(C(=C1)Cl)CC(=O)NC2=CC=NC=C2)F,Inactive,0,,,-7.58,9.7755,1.42116,-2.99358,-21.1677
1900,22401530,4106879,CC1C(=O)N(C(=O)C(S1)C)CC(=O)NC2=CC3=C(C=C2)OCO3,Inactive,0,,,-7.59,5.63067,-14.0745,-0.345207,-8.3498
1901,57264606,16288167,C1=CC=C2C(=C1)C(=O)NN(C2=O)CC(=O)OCC(=O)NNC(=O)C3=CC=C(C=C3)Br,Inactive,0,,,-7.59,7.36233,-15.8112,2.05344,-9.01397
1902,24833520,4359350,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)OCC(=O)NC3=CC=C(C=C3)N4CCOCC4,Inactive,0,,,-7.59,10.748,-1.41454,-22.7085,1.34585
1903,56316799,7840697,CC1=CC=C(C=C1)OCCC(=O)OCC(=O)NC2=CC=C(C=C2)N3CCOCC3,Inactive,0,,,-7.59,2.46973,-4.97441,-6.90443,-10.9047
1904,24821590,1472851,COC(=O)CC1=C(N=C(S1)C2=CC=CC=N2)C3=CC=CC=C3,Inactive,0,,,-7.62,6.75839,-0.532702,-5.59949,-16.7148
1905,51089190,135760296,CCOC1=CC=C(C=C1)CC2=NN=C(NC2=O)SCC(=O)NC3=CC=C(C=C3)C(=O)C,Inactive,0,,,-7.62,12.4127,9.58604,-19.2237,-13.2353
1906,16953070,3871588,CC(C(=O)NC1=C(C=C(C=N1)C(F)(F)F)Cl)Cl,Inactive,0,,,-7.63,13.7481,-26.7151,5.11624,-1.27994
1907,16952868,135431416,COC1=CC=C(C=C1)NC(=O)CSC2=NC(=C(C(=O)N2)C3=CC=CC=C3)N,Inactive,0,,,-7.75,4.34234,-3.90846,-13.8201,-5.52184
1908,24828127,2404824,CC(C)N(C1=CC=CC=C1)C2=CC=C(C=C2)NC(=O)CCl,Inactive,0,,,-7.77,7.17248,-8.1893,-16.3386,1.21532
1909,49674323,2366523,COC1=C(C=C(C=C1)NC(=O)CN2C(=O)C3(CCCC3)NC2=O)Cl,Inactive,0,,,-7.78,6.57219,-8.97254,-15.1741,0.79241
1910,57256177,4789729,CC1=C(C=CC(=C1)Br)NC(=O)CN2C(=O)C3CC=CCC3C2=O,Inactive,0,,,-7.81,13.8885,-10.513,-23.3079,10.3883
1911,22408436,4116926,CC1CCN(CC1)C(=O)CCl,Inactive,0,,,-7.83,4.5196,-11.5042,-1.45999,-10.514
1912,14742146,9636483,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3Cl)N/N=C/C4=CN=CC=C4,Inactive,0,,,-7.84,4.32954,-12.0873,-9.53239,-1.89604
1913,57268176,7169985,CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC3=CC4=C(C=C3)OCCCO4,Inactive,0,,,-7.87,3.0567,-9.66666,-10.3748,-3.56557
1914,4262918,2971285,CC1=C(OC2=CC=CC=C12)C(=O)NC(C)C3=CC=NC=C3,Inactive,0,,,-7.87,9.33333,2.07725,-20.3572,-5.32925
1915,7970914,5310342,C1=CC=C(C=C1)CCNC(=O)CN2C=NC3=C(C2=O)N=NN3C4=CC=CC=C4,Inactive,0,,,-7.88,14.2395,-2.59662,6.30861,-27.3494
1916,57255549,3273284,CCOC1=CC(=C(C=C1)NC(=O)COC(=O)C2CCC(=O)N2)[N+](=O)[O-],Inactive,0,,,-7.9,10.7023,-14.7954,-16.1295,7.21108
1917,49717736,5109487,C1CC(=O)N=C2N(C1)N=C(S2)SCC(=O)NC3=CC=C(C=C3)Br,Inactive,0,,,-7.91,3.29651,-11.085,-3.36378,-9.27082
1918,17432913,5346576,CCOC1=C(C=CC(=C1)/C=N/N2C(=NN=N2)N)OCC3=[N+](ON=C3C)[O-],Inactive,0,,,-7.92,15.0363,-29.0347,0.446829,4.82487
1919,14734861,7578,C1=CC(=CC=C1N)OC2=CC=C(C=C2)Cl,Inactive,0,,,-7.96,13.0282,10.4404,-17.9286,-16.401
1920,26670689,2390020,C1=CC=C2C(=C1)C(=C(N(C2=O)C3=NC=CS3)O)C=NC4=CC=CC=C4O,Inactive,0,,,-7.97,4.24852,-12.2204,-2.16774,-9.52503
1921,4251943,3245562,C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=NN=C(O3)CNC(=O)C4=CC=CC=C4F,Inactive,0,,,-7.98,10.2783,-17.7461,6.2286,-12.4152
1922,46500659,3243848,CCCOC1=CC2=C(C=C1)OC(=O)C3=C2CCCN3C(=O)CN4CCN(CC4)C5=NC=CC=N5,Inactive,0,,,-7.99,10.1845,-4.61779,2.44654,-21.8058
1923,860891,662164,C1CC(OC1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4O,Inactive,0,,,-8,5.57733,-14.3039,-8.95253,-0.742337
1924,49829143,4900945,CC1=CC2=C(C(=CC(=O)O2)C)C(=C1)OCC(=O)NC3CC3,Inactive,0,,,-8.04,11.5029,-13.7901,8.01569,-18.3406
1925,26666214,3370762,C1=CC(=CC=C1N(CCCNC(=O)CCl)C(=O)C(Cl)Cl)[N+](=O)[O-],Inactive,0,,,-8.07,10.2247,-12.2662,-17.9522,6.01442
1926,49726508,790478,C1=CC(=CC(=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-])NC(=O)C3=CC=CO3,Inactive,0,,,-8.09,4.7279,-9.05481,-13.3295,-1.87103
1927,24827178,2063649,CCOC(=O)N1CCN(CC1)C(=O)CCl,Inactive,0,,,-8.13,4.54029,-8.1964,-13.6505,-2.52974
1928,22407934,15945234,C1COCCN1C2=CC=C(C=C2)NC(=O)COC(=O)[C@H](CCC(=O)N)NC(=O)C3=CC=C(C=C3)F,Inactive,0,,,-8.19,9.65258,-21.5741,-3.80487,0.818569
1929,26728039,2805189,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)C3=CC=C(C=C3)F,Inactive,0,,,-8.21,7.87794,-11.4456,2.63506,-15.8324
1930,4241782,3236714,C1CCC(CC1)N2CC3=C(C2=O)C(=CC=C3)C(=O)NCC4=CN=CC=C4,Inactive,0,,,-8.24,9.36857,-11.6613,-17.6199,4.55154
1931,49828657,4975212,CCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)NCCN3CCOCC3,Inactive,0,,,-8.24,4.84554,-13.5588,-9.33139,-1.84022
1932,17512757,1589774,CCCCCCCN(C1=CC=CC=C1C)C(=O)CCl,Inactive,0,,,-8.25,12.5873,-24.4777,-6.47865,6.20149
1933,22414739,899545,COC1=CC(=C(C=C1)NC(=S)NCCC2=CC=C(C=C2)F)OC,Inactive,0,,,-8.33,8.86029,3.42179,-10.4383,-17.9718
1934,4265350,961305,C1COC2=C(O1)C=CC(=C2)NCC3=CC=NC=C3,Inactive,0,,,-8.35,6.07355,0.242225,-12.7938,-12.4841
1935,51085196,16806362,CC(C)N1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)C3=CC=C(O3)[N+](=O)[O-].Cl,Inactive,0,,,-8.36,6.28874,0.345556,-11.1223,-14.2953
1936,93577283,5381484,CC1=CC(=O)OC2=C1C(=CC(=C2)O)OCC3=CC=CC=C3,Inactive,0,,,-8.41,10.1392,-3.40126,0.720444,-22.5507
1937,56315080,16289356,CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)C2=CC(=O)NC3=CC=CC=C32)OCC,Inactive,0,,,-8.43,10.3158,-17.4376,6.01465,-13.8581
1938,24780625,5719791,C1C(OC2=CC=CC=C2O1)C(=O)N/N=C\C3=CC=C(O3)[N+](=O)[O-],Inactive,0,,,-8.47,21.402,11.0204,-38.2717,1.83153
1939,49729002,6463398,CCCC1=NN=C(O1)SCC(=O)NC2=CC=C(C=C2)OC,Inactive,0,,,-8.5,15.5034,-13.4797,12.4862,-24.4952
1940,51087601,16832497,C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=NN=C(O3)CNC(=O)C4=C(C=CC=C4F)F,Inactive,0,,,-8.58,13.5108,0.0781349,1.84514,-27.6582
1941,51088745,3634802,CC1=CC(=NN1)NC(=O)CSC2=NC3=C(C(=O)N2CCCN4CCOCC4)SC5=CC=CC=C53,Inactive,0,,,-8.59,3.90067,-3.4199,-12.8436,-9.49714
1942,17413246,1325822,C1=CSC(=C1)C2=C(N=C(N2)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CS4,Inactive,0,,,-8.61,4.56519,-9.64756,-13.6044,-2.56826
1943,24803615,795858,C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CCl,Inactive,0,,,-8.63,8.49485,-11.0807,2.78225,-17.5878
1944,103050536,49778338,CC(=O)NC1=CC(=CN2C1=NC=C2C3=CC=CC=C3)C4=CC(=CC=C4)NS(=O)(=O)C,Inactive,0,,,-8.63,6.01118,-4.04717,-4.72298,-17.1233
1945,24789487,3142805,CC1=CC(=C(C=C1C)O)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,Inactive,0,,,-8.66,13.7497,-24.3256,-10.8141,9.14759
1946,17511061,9639906,CC1=NN(C(=C1/C=N/NC(=S)N)OC)C2=CC=CC=C2,Inactive,0,,,-8.71,0.532275,-8.05782,-9.36154,-8.69698
1947,22406211,5825928,CC(C)CNC(=O)COC(=O)C1=C2CC/C(=C\C3=CC=CS3)/C2=NC4=CC=CC=C41,Inactive,0,,,-8.73,21.6613,-1.69588,13.5728,-38.0684
1948,22406238,2108764,CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC3=CC=C(C=C3)N4CCOCC4,Inactive,0,,,-8.77,12.7618,3.71572,-3.71838,-26.2966
1949,864505,665749,CCC1=CC=CC=C1NC(=O)CSC2=NN=C(O2)[C@@H]3CCCN3C(=O)OC(C)(C)C,Inactive,0,,,-8.78,8.55052,-18.9659,-9.3245,1.95706
1950,51090347,24892601,COC1=C(C=C(C=C1)NC(=O)CSC2=NN=C3N2N=C(C=C3)C4=CN=CC=C4)OC,Inactive,0,,,-8.78,6.4861,-5.20456,-17.883,-3.25187
1951,57255987,2571054,CC1=CC(=C(N1CCOC)C)/C=C(\C#N)/C(=O)OCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N,Inactive,0,,,-8.79,6.19646,-0.868507,-15.9966,-9.49891
1952,17433930,2947946,CCNC1=C(C=CC(=C1)N2CCCC2)[N+](=O)[O-],Inactive,0,,,-8.79,5.86634,-0.883988,-14.9165,-10.5797
1953,99355979,277475,C1=CC2=C3C(=C(C=C2N=C1)[N+](=O)[O-])C=CC=N3,Inactive,0,,,-8.8,7.87596,-8.19141,-18.7344,0.528947
1954,4241033,3236057,COC1=CC=CC(=C1)NC(=O)C2=C(C3=CC=CC=C3O2)NC(=O)C4CC4,Inactive,0,,,-8.83,9.8282,-5.52456,1.20466,-22.1777
1955,89853118,4831881,CN(CC(=O)NC1=CC=C(C=C1)N2CCOCC2)CC(=O)NC3=CC=C(C=C3)N4CCOCC4,Inactive,0,,,-8.87,5.86634,-16.4758,-2.19896,-7.9259
1956,846634,649030,CC1=CC=C(C=C1)C2CC(N3C(=CC(=N3)C(=O)NCC4=CC=CO4)N2)C(F)(F)F,Inactive,0,,,-8.91,6.38341,-0.430102,-15.8309,-10.4711
1957,49828879,4904346,CC1=CC2=C(C(=C(C(=O)O2)C)C)C(=C1)OCC(=O)NCC3=CN=CC=C3,Inactive,0,,,-8.94,5.77261,-11.6461,-0.919229,-14.261
1958,24786927,796436,CC1=C(C(=CC=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-])C,Inactive,0,,,-8.95,6.81897,-18.5687,-4.72785,-3.55108
1959,7969747,2155253,COC1=CC=CC=C1N2C(=O)C3=C(CCS3)N=C2SCC(=O)NC4=CC=C(C=C4)F,Inactive,0,,,-9,4.653,-5.36991,-6.06287,-15.5686
1960,22410083,6902615,CCN(CC1=CC=CC=C1)C2=CC=C(C=C2)/C=N/N3CCOCC3,Inactive,0,,,-9.02,7.6866,-19.3692,-6.71636,-0.967756
1961,14734545,935238,COC1=CC=CC=C1OC2=NN=NN2C3=CC=C(C=C3)C(=O)N,Inactive,0,,,-9.03,0.865138,-10.1187,-8.00134,-8.98407
1962,49829257,4900490,C1CCC2=C(C1)C3=C(C=C(C=C3)OCC(=O)NCC4=CC=CC=N4)OC2=O,Inactive,0,,,-9.09,6.28238,-16.5931,-9.46256,-1.21788
1963,49715950,5017142,C1=CC=C2C(=C1)C(=C(O2)C(=O)N)NC(=O)C3=CC=C(O3)[N+](=O)[O-],Inactive,0,,,-9.15,3.05498,-11.8439,-10.729,-4.87815
1964,24821002,6491060,COC1=C(C=CC(=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-])NC(=O)C3=CC=CS3,Inactive,0,,,-9.17,3.75266,-11.3326,-12.293,-3.8958
1965,103060668,49786750,CC1(CC2=C(C=CN=C2O1)C3=CC(=CC=C3)C(=O)N)C(=O)NCC4=CC=CO4,Inactive,0,,,-9.28,5.88026,-15.9821,-10.1919,-1.66539
1966,17515384,3164038,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)NCC2=CC3=C(C=C2)NC4=C3CCCC4,Inactive,0,,,-9.28,13.3927,-11.3413,-24.5549,8.05566
1967,51086494,18580020,CC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NS(=O)(=O)C3=C(N2)C=CC(=C3)Cl,Inactive,0,,,-9.28,4.49895,-6.57506,-15.6235,-5.65158
1968,24805863,16192748,C1=CC2=C(C=CC(=C2N=C1)N)Br.Cl,Inactive,0,,,-9.28,8.26359,-20.9229,-4.37696,-2.5522
1969,24801328,684232,C1CCCN(CC1)C2=CC(=O)OC23CCCCC3,Inactive,0,,,-9.31,12.2545,6.88488,-12.0606,-22.7516
1970,51090178,7196782,CCOC1=CC=C(C=C1)NC(=O)CSC2=NN=CC(=O)N2N,Inactive,0,,,-9.32,4.49928,-5.33798,-15.6087,-7.01203
1971,4262642,1252334,C1CCN(C1)S(=O)(=O)C2=CC(=C(C=C2)OCC(=O)NC3=CC4=C(C=C3)OCO4)Cl,Inactive,0,,,-9.34,13.7557,-12.5504,-24.3564,8.87691
1972,49820503,4902523,CCCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)NCC3=CC=CC=N3,Inactive,0,,,-9.39,16.0341,-5.19263,-30.7885,7.80765
1973,26727357,5844273,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)O/N=C(/C3=CC=C(O3)[N+](=O)[O-])\N,Inactive,0,,,-9.42,7.70235,-18.596,0.251177,-9.91766
1974,49722494,16017117,CC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=NS(=O)(=O)N2C)C3=C(C=CC(=C3)OC)OC,Inactive,0,,,-9.42,5.70675,-1.35994,-13.7888,-13.1146
1975,4243203,3237956,COC1=C(C=C(C=C1)CCNC(=O)CN2C3=CC=CC=C3C4(C2=O)OCCCO4)OC,Inactive,0,,,-9.46,8.92855,-14.9404,-16.5774,3.12827
1976,17515788,2150445,CC1=CC(=C(C=C1)C)NC(=O)CSC2=NC3=C(C(=O)N2C4=CC=CC=C4)OC5=CC=CC=C53,Inactive,0,,,-9.48,14.1435,-27.6284,-7.67695,6.8755
1977,49681041,54691642,CC1=CC(=C(C=C1)NC(=O)CSC2=C(C3=C(S2)C(=CC(=O)N3)O)C#N)F,Inactive,0,,,-9.48,23.4157,6.59567,7.55594,-42.5895
1978,49674100,5217290,CC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NC3=C(C=C(C=C3)OC)[N+](=O)[O-])C,Inactive,0,,,-9.49,10.6637,-6.01128,1.485,-23.9327
1979,26730370,2799295,CC1=C(C(=NO1)NC(=O)C2=CC=C(O2)[N+](=O)[O-])Br,Inactive,0,,,-9.49,10.6451,-24.4401,-0.464459,-3.57482
1980,24796288,2980954,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])C(=O)C4=CC=CC=C4,Inactive,0,,,-9.49,15.4743,-18.0745,12.23,-22.6395
1981,49649756,2789467,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3Cl)NC4=CC(=CC=C4)O.Cl,Inactive,0,,,-9.51,2.4367,-8.89932,-12.7494,-6.87454
1982,7972974,683816,CCN(CC)C1=CC(=O)OC12CCCCC2,Inactive,0,,,-9.57,12.7148,-20.2049,-16.808,8.30476
1983,24827720,854128,CN1C=NN=C1SCC(=O)NC2=CC=C(C=C2)N3CCOCC3,Inactive,0,,,-9.61,8.43952,1.46386,-11.2996,-19.001
1984,17412340,786590,CC1=C(SC(=C1C(=O)NC2=CC=CC=C2)NC(=O)C(C)C)C,Inactive,0,,,-9.75,6.34365,-0.899898,-15.4641,-12.8725
1985,851450,654026,CCN(CC)C(=O)CSC1=NC2=C(S1)C=C(C=C2)NC(=O)CSC3=NC=CN3C,Inactive,0,,,-9.75,5.41486,-12.7888,-14.315,-2.14151
1986,17513101,1964370,CCCCCOC1=CC=C(C=C1)NC(=O)CSC2=CC=CC3=C2N=CC=C3,Inactive,0,,,-9.81,9.52418,-21.5027,1.82643,-9.74857
1987,49726472,4672615,CC1=NN=C(O1)SCC(=O)NC2=CC=C(C=C2)N3CCN(CC3)S(=O)(=O)C,Inactive,0,,,-9.83,7.61357,-4.52803,-20.594,-4.35974
1988,14725262,710585,CC1=CC(=C(C=C1)N2C(=O)C(=C(C2=O)Cl)N3CCN(CC3)C)C,Inactive,0,,,-9.83,8.20897,-17.882,-13.0477,1.43823
1989,24826901,6899916,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NN(C=C3/C=N/NC(=S)N)CCC#N,Inactive,0,,,-9.84,4.86175,-2.9731,-12.9638,-13.5813
1990,4252086,3245684,C1COCCN1CCNC(=O)C2=CC3=C(C=C2)SCC(=O)N3CC4=CC=CC=C4F,Inactive,0,,,-9.87,5.09886,-3.59775,-16.087,-9.92901
1991,17403272,9557209,C1=CC=C(C=C1)CC(=O)N/N=C/C2=CC=C(S2)[N+](=O)[O-],Inactive,0,,,-9.91,13.1351,-28.4835,-0.697734,-0.542207
1992,3711551,2997681,C1C(CN(C1=O)CC2=CC=CC=C2)C(=O)OCC(=O)NC3=CC4=C(C=C3)OCO4,Inactive,0,,,-9.97,3.69488,-7.23954,-15.1975,-7.48514
1993,49721934,11405500,COC(=O)C1=CC=C(C=C1)NC(=O)COC2=CC=CC(=C2)N3C=NN=N3,Inactive,0,,,-9.98,3.89707,-10.7744,-14.3047,-4.85871
1994,7974021,701960,CC1=CC2=C(C3=C(CCCC3)C(=O)O2)C(=C1)OCC(=O)OC(C)C,Inactive,0,,,-9.99,3.51033,-9.15789,-6.16465,-14.642
1995,49819673,17173956,C1=CC(=C(C(=C1)Cl)CC(=O)NC2=CC=NC=C2)Cl,Inactive,0,,,-10.03,5.0896,-8.40921,-4.7626,-16.9104
1996,87336675,240688,CC1=CC(=CC2=C1OCO2)NC(=O)C(Cl)Cl,Inactive,0,,,-10.07,7.94021,-9.926,-0.425112,-19.8729
1997,51085980,16807621,CC1=NN=C2N(C1=O)N=C(S2)SCC(=O)NCCC3=CC(=C(C=C3)OC)OC,Inactive,0,,,-10.12,6.00782,-10.1014,-2.7659,-17.482
1998,51086917,18579402,CCOC1=CC=C(C=C1)NC(=O)CSC2=NC=CN(C2=O)C3=CC4=C(C=C3)OCCO4,Inactive,0,,,-10.12,6.17532,-8.3773,-3.58586,-18.4068
1999,49677338,4962514,C1COCCN1C(=O)C(C2=CC=CC=C2)Cl,Inactive,0,,,-10.19,8.19407,-18.7671,-12.6394,0.849135
2000,92764764,6917927,CN1C2CC(C1C3CC4=C(C5N3C2OC5)C(=CC=C4)OC)C(=O)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inactive,0,,,-10.19,5.28245,-7.46669,-17.5738,-5.52359
2001,50085769,24687832,C1=CC(=C(C=C1Cl)NC(=O)C2=CC=C(S2)[N+](=O)[O-])N3C=NC=N3,Inactive,0,,,-10.26,13.9727,-5.97851,4.30897,-29.1048
2002,92764819,265001,C1=CC=C(C=C1)CC2=CC(=C(C=C2)O)N.C(=O)(C(=O)O)O,Inactive,0,,,-10.29,8.27667,-11.9101,0.556365,-19.5226
2003,56423629,24687659,CC(=O)NC1=CC=CC(=C1)C(=O)OCC(=O)N2CCN(CC2)C(=O)COC(=O)C3=CC(=CC=C3)NC(=O)C,Inactive,0,,,-10.32,17.6543,-25.4193,14.4528,-19.9814
2004,49674604,4789298,COC1=NC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,Inactive,0,,,-10.32,8.14161,-21.6162,-6.59718,-2.74418
2005,4249772,2166675,C1=CC=C(C(=C1)C(=O)NC2=NC3=CC=CC=C3N2)F,Inactive,0,,,-10.45,16.5106,-29.0227,11.091,-13.4229
2006,51087251,7527194,CC(C)C1=CC=C(C=C1)NC(=O)CSC2=NC(=O)NC3=C2CCCC3,Inactive,0,,,-10.46,5.22343,-3.26972,-12.5762,-15.527
2007,24819054,16195114,CC1=CC=CC=C1NC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4.Cl,Inactive,0,,,-10.46,3.61151,-5.86165,-14.6829,-10.8492
2008,57259505,2591522,CC1=C(C=C(C=C1)SCC(=O)NC2=CC=C(C=C2)N3CCOCC3)C,Inactive,0,,,-10.49,6.04021,-17.7983,-3.00583,-10.6574
2009,24829976,2349949,CC1=C(C=C(C=C1)Cl)NC(=O)COC(=O)CC(C)(C)C,Inactive,0,,,-10.5,12.2599,-21.1675,-17.0068,6.66931
2010,49676750,9646000,C1=CC2=C(C=CN=C2C=C1Cl)N/N=C/C3=CC=C(O3)[N+](=O)[O-],Inactive,0,,,-10.53,11.3063,-18.6407,5.46366,-18.3986
2011,24830280,3254086,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C(C)OC(=O)C3=CC=C(S3)[N+](=O)[O-],Inactive,0,,,-10.54,11.1998,-19.0248,5.28839,-17.8733
2012,47193859,167666,CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2)C)C(=O)O)O)C)O)C)OC,Inactive,0,,,-10.56,4.06641,-8.71386,-16.2027,-6.77066
2013,7971014,5226939,CCOC1=CC=C(C=C1)NC(=O)CSC2=NC3=C(C(=O)N2C4=CC=CC=C4OC)SCC3,Inactive,0,,,-10.58,9.88156,-21.6433,2.34585,-12.4408
2014,17411478,5714572,C1=CC=C2C(=C1)/C(=C/C3=CN=CN3)/C(=O)N2,Inactive,0,,,-10.67,2.08534,-7.72346,-12.1738,-12.1199
2015,845979,648347,CC1=NC2=CC(=NN2C(=C1)N3CCN(CC3)C(=O)C4=CC=CO4)C5=CC(=CC=C5)F,Inactive,0,,,-10.69,5.51961,-7.16792,-6.41155,-18.4803
2016,14741044,1979096,CC1=CC=C(C=C1)N2C(=CC(=N2)C)NC(=O)COC3=CC(=CC4=C3C5=C(CCC5)C(=O)O4)C,Inactive,0,,,-10.79,9.14042,-15.4796,-18.881,1.98438
2017,121286127,51361380,C1CN(CCN1C2=NC=C(C=C2)C(F)(F)F)C(C3=CC4=CC=CC=C4O3)C(=O)NC5=CC6=C(C=C5)OCCO6,Inactive,0,,,-10.81,18.2159,-12.0315,-32.484,12.0855
2018,26657874,14376449,CC(=CC(C/C(=C/COC1=CC2=C(C=C1)C=CC(=O)O2)/C)O)C,Inactive,0,,,-10.83,13.7522,1.99406,-29.9058,-4.58315
2019,57263416,3979665,CN1CC(=O)N(C1=O)CC(=O)NC2=CC=C(C=C2)N3CCOCC3,Inactive,0,,,-10.87,3.12491,-10.1822,-14.999,-7.43878
2020,57263026,2329643,COC1=CC(=CC(=C1OC)OC)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=NC=C4,Inactive,0,,,-10.88,3.18983,-13.6866,-6.41871,-12.5368
2021,85148796,44143991,CC(=O)NC1=CC=C(C=C1)C2=CC(=O)CC(C2)(C)C,Inactive,0,,,-10.89,4.42575,-4.82761,-15.2765,-12.5538
2022,26732577,135431331,C1=CC=C(C=C1)C2=NC(=C(C(=O)N2)N=O)N,Inactive,0,,,-10.93,14.786,-31.8151,-1.45273,0.465851
2023,49820659,1771880,C1CC2=C(C1)C(=O)OC3=C2C=CC(=C3)OCC(=O)N4CCC(CC4)C(=O)N,Inactive,0,,,-10.94,15.3991,-21.3765,-22.2814,10.8281
